Veto,Link,Ementa,Sobresta,Materia_Vetada,Norma_Gerada
VET 40/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9561,"Veto Total aposto ao Projeto de Lei do Senado nº 31, de 2012 (nº 5.253/2013, na Câmara dos Deputados), que ""Altera a Lei nº. 5.194, de 24 de dezembro de 1966, para dispor sobre a destinação de parte da renda líquida dos Conselhos Federal e Regionais de Engenharia e Agronomia e da Mútua de Assistência dos Profissionais da Engenharia e Agronomia para o custeio de fiscalização de obras públicas inacabadas e de edificações sujeitas às inspeções periódicas a cargo do órgão, bem como de medidas que objetivem o aperfeiçoamento técnico e cultural de seus integrantes"".",10/10/2015,PLS 31/2012,NA
VET 39/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9560,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 95, de 2002 (nº 25/1999, na Casa de origem), que ""Modifica a Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal, para instituir o ensino médio nas penitenciárias"".",10/10/2015,PLC 95/2002,Lei nº 13.163 de 09/09/2015
VET 38/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9540,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 57, de 2015 (nº 863/2015, na Casa de origem), que ""Altera as Leis nºs 12.546, de 14 de dezembro de 2011, quanto à contribuição previdenciária sobre a receita bruta, 12.780, de 9 de janeiro de 2013, que dispõe sobre medidas tributárias referentes à realização, no Brasil, dos Jogos Olímpicos de 2016 e dos Jogos Paraolímpicos de 2016, 11.977, de 7 de julho de 2009, e 12.035, de 1º de outubro de 2009; e revoga dispositivos da Lei nº 11.196, de 21 de novembro de 2005, quanto à tributação de bebidas frias"".",01/10/2015,PLC 57/2015,Lei nº 13.161 de 31/08/2015
VET 37/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9520,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 24, de 2014 (nº 2.145/2011, na Casa de origem), que ""Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para dispor sobre retenção, remoção e leilão de veículo, e revoga a Lei nº 6.575, de 30 de setembro de 1978"".",25/09/2015,PLC 24/2014,Lei nº 13.160 de 25/08/2015
VET 36/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9500,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 21, de 2015 (nº 719/2015, na Casa de origem), que ""Altera a Lei nº 11.484, de 31 de maio de 2007, que dispõe sobre os incentivos às indústrias de equipamentos para TV Digital e de componentes eletrônicos semicondutores e sobre a proteção à propriedade intelectual das topografias de circuitos integrados, instituindo o Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores - PADIS e o Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para a TV Digital - PATVD"".",11/09/2015,PLC 21/2015,Lei nº 13.159 de 10/08/2015
VET 35/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9481,"Veto Total aposto ao Projeto de Lei do Senado nº 405, de 2009 (nº 4.457/2012, na Câmara dos Deputados), que ""Acrescenta parágrafo único ao art. 566 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil"".",09/09/2015,PLS 405/2009,NA
VET 34/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9480,"Veto Total aposto ao Projeto de Lei do Senado nº 28, de 1991 (nº 1.048/1991, na Câmara dos Deputados), que ""Dispõe sobre a profissão de garçom e dá outras providências"".",09/09/2015,PLS 28/1991,NA
VET 33/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9461,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 15, de 2015 - Complementar (nº 37/2015 - Complementar, na Casa de origem), que ""Altera a Lei Complementar nº 148, de 25 de novembro de 2014; revoga as Leis nºs 10.819, de 16 de dezembro de 2003, e 11.429, de 26 de dezembro de 2006; e dá outras providências"".",06/09/2015,PLC 15/2015,Lei Complementar nº 151 de 05/08/2015
VET 32/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9460,"Veto Total aposto ao Projeto de Lei do Senado nº 82, de 2012 (nº 4.786/2012, na Câmara dos Deputados), que ""Autoriza o Poder Executivo a reabrir o prazo para requerimento de retorno ao serviço de que trata o art. 2º da Lei nº 8.878, de 11 de maio de 1994, que dispõe sobre a concessão de anistia nas condições que menciona, e dá outras providências"".",06/09/2015,PLS 82/2012,NA
VET 31/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9440,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 10, de 2015 (oriundo da Medida Provisória nº 671, de 2015), que ""Estabelece princípios e práticas de responsabilidade fiscal e financeira e de gestão transparente e democrática para entidades desportivas profissionais de futebol; institui parcelamentos especiais para recuperação de dívidas pela União, cria a Autoridade Pública de Governança do Futebol - APFUT; dispõe sobre a gestão temerária no âmbito das entidades desportivas profissionais; cria a Loteria Exclusiva - LOTEX; altera as Leis nºs 9.615, de 24 de março de 1998, 8.212, de 24 de julho de 1991, 10.671, de 15 de maio de 2003, 10.891, de 9 de julho de 2004, 11.345, de 14 de setembro de 2006, e 11.438, de 29 de dezembro de 2006, e os Decretos-Leis nºs 3.688, de 3 de outubro de 1941, e 204, de 27 de fevereiro de 1967; revoga a Medida Provisória nº 669, de 26 de fevereiro de 2015; cria programa de iniciação esportiva escolar; e dá outras providências"".",06/09/2015,PLV 1/1989,Lei nº 7.769 de 26/05/1989
VET 30/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9420,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 8, de 2015 (oriundo da Medida Provisória nº 673, de 2015), que ""Altera a Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro, a Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e a Lei nº 13.001, de 20 de junho de 2014; e dá outras providências"".",30/08/2015,"MPV 673/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.154 de 30/07/2015
VET 29/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9400,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 9, de 2015 (oriundo da Medida Provisória nº 672/2015), que ""Dispõe sobre a política de valorização do salário-mínimo e dos benefícios pagos pelo Regime Geral de Previdência Social (RGPS) para o período de 2016 a 2019"".",29/08/2015,"MPV 672/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.152 de 29/07/2015
VET 28/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9381,"Veto Total aposto ao Projeto de Lei do Senado nº 64, de 2001 (nº 5.712/2001, na Câmara dos Deputados), que ""Regulamenta o exercício da profissão de decorador e dá outras providências"".",28/08/2015,PLS 64/2001,NA
VET 27/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9380,"Veto Parcial aposto ao Projeto de Lei do Senado nº 310, de 2006 (nº 1.336/2011, na Câmara dos Deputados), que ""Altera os arts. 62, 66 e 67 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, o art. 12 da Lei nº 9.532, de 10 de dezembro de 1997, o art. 1º da Lei nº 91 de 28 de agosto de 1935 e art. 29 da Lei nº 12.101, de 27 de novembro de 2009, para dispor sobre a finalidade das fundações, o prazo para a manifestação do Ministério Público sobre suas alterações estatutárias, a remuneração de seus dirigentes; e dá outras providências"".",28/08/2015,PLS 310/2006,Lei nº 13.151 de 28/07/2015
VET 26/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9361,"Veto Total aposto ao Projeto de Lei da Câmara nº 28, de 2015 (nº 7.920/2014, na Casa de origem), que ""Altera o Anexo II da Lei nº 11.416, de 15 de dezembro de 2006 - Plano de Carreiras dos Servidores do Poder Judiciário da União, e dá outras providências"".",21/08/2015,PLC 28/2015,NA
VET 25/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9360,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 7, de 2015 (oriundo da Medida Provisória nº 670, de 2015), que ""Altera as Leis nºs 11.482, de 31 de maio de 2007, para dispor sobre os valores da tabela mensal do Imposto sobre a Renda da Pessoa Física, 7.713, de 22 de dezembro de 1988, 9.250, de 26 de dezembro de 1995, e 10.823, de 19 de dezembro de 2003"".",21/08/2015,"MPV 670/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.149 de 21/07/2015
VET 24/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9340,"Veto Total aposto ao Projeto de Lei da Câmara nº 103, de 2014 (nº 7.578/2010, na Casa de origem), que ""Dá nova redação ao art. 27 da Lei nº 11.772, de 17 de setembro de 2008, que trata do patrocínio do Instituto Geiprev de Seguridade Social"".",08/08/2015,PLC 103/2014,NA
VET 23/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9320,"Veto Parcial aposto ao Projeto de Lei do Senado nº 6, de 2003 (nº 7.699/2006, na Câmara dos Deputados e SCD nº 4/2015), que ""Institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência)"".",06/08/2015,PLS 6/2003,Lei nº 13.146 de 06/07/2015
VET 22/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9300,"Veto Total aposto ao Projeto de Lei da Câmara nº 88, de 2013 (nº 5.171/2013, na Casa de origem), que ""Altera o § 1º do art. 53 da Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos, para dispor sobre o registro do nome que for dado ao natimorto"".",31/07/2015,PLC 88/2013,NA
VET 21/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9280,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 12, de 2015 (nº 5.627/2013, na Casa de origem), que ""Altera os Decretos-Lei nº 9.760, de 5 de setembro de 1946, nº 2.398, de 21 de dezembro de 1987, a Lei nº 9.636, de 15 de maio de 1998, e o Decreto-Lei nº 1.876, de 15 de julho de 1981; dispõe sobre o parcelamento e a remissão de dívidas patrimoniais com a União; e dá outras providências"".",29/07/2015,PLC 12/2015,Lei nº 13.139 de 26/06/2015
VET 20/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9260,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 6, de 2015 (oriundo da Medida Provisória nº 668, de 2015), que ""Altera as Leis nºs 10.865, de 30 de abril de 2004, para elevar alíquotas da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação, 11.941, de 27 de maio de 2009, 11.079, de 30 de dezembro de 2004, 10.925, de 23 de julho de 2004, 11.051, de 29 de dezembro de 2004, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 8.935, de 18 de novembro de 1994, 10.150, de 21 de dezembro de 2000, 12.810, de 15 de maio de 2013, 5.861, de 12 de dezembro de 1972, 13.043, de 13 de novembro de 2014, 10.522, de 19 de julho de 2002, 12.469, de 26 de agosto de 2011, 12.995, de 18 de junho de 2014, 13.097, de 19 de janeiro de 2015, 10.996, de 15 de dezembro de 2004, 11.196, de 21 de novembro de 2005, 10.833, de 29 de dezembro de 2003, e 12.024, de 27 de agosto de 2009, e o Decreto-Lei nº 1.598, de 26 de dezembro de 1977; revoga dispositivos das Leis nºs 4.380, de 21 de agosto de 1964, 9.430, de 27 de dezembro de 1996, e 8.177, de 1º de março de 1991; e dá outras providências"".",23/07/2015,"MPV 668/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.137 de 19/06/2015
VET 19/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9240,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 4, de 2015 (oriundo da Medida Provisória nº 664, de 2014), que ""Altera as Leis nº 8.213, de 24 de julho de 1991, nº 10.876, de 2 de junho de 2004, nº 8.112, de 11 de dezembro de 1990, e nº 10.666, de 8 de maio de 2003, e dá outras providências"".",18/07/2015,"MPV 664/2014 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.135 de 17/06/2015
VET 18/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9220,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 3, de 2015 (oriundo da Medida Provisória nº 665, de 2014), que ""Altera as Leis nº 7.998, de 11 de janeiro de 1990, que regula o Programa do Seguro-Desemprego e o Abono Salarial e institui o Fundo de Amparo ao Trabalhador (FAT), nº 10.779, de 25 de novembro de 2003, que dispõe sobre o seguro-desemprego para o pescador artesanal, e nº 8.213, de 24 de julho de 1991, que dispõe sobre os planos de benefícios da Previdência Social; revoga dispositivos da Lei nº 7.998, de 11 de janeiro de 1990, e as Leis nº 7.859, de 25 de outubro de 1989, e nº 8.900, de 30 de junho de 1994; e dá outras providências"".",18/07/2015,"MPV 665/2014 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.134 de 16/06/2015
VET 17/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9181,"Veto Total aposto ao Projeto de Lei do Senado nº 322, de 2010 (nº 3.265/2012, na Câmara dos Deputados), que ""Altera a Lei nº 6.533, de 24 de maio de 1978, para dispor sobre a regulamentação das profissões de DJ ou Profissional de Cabine de Som DJ (disc jockey) e Produtor DJ (disc jockey)"".",17/07/2015,PLS 322/2010,NA
VET 16/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9180,"Veto Total aposto ao Projeto de Lei do Senado nº 572, de 2011 (nº 4.263/2012, na Câmara dos Deputados), que ""Acrescenta parágrafo único ao art. 55 da Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para obrigar as escolas de educação básica a identificar, no ato da matrícula, as pessoas autorizadas a ingressar no estabelecimento de ensino para cuidar de assuntos de interesse do aluno"".",15/07/2015,PLS 572/2011,NA
VET 15/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9160,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 5, de 2015 (oriundo da Medida Provisória nº 663, de 2014), que ""Altera a Lei nº 12.096, de 24 de novembro de 2009"".",12/07/2015,"MPV 663/2014 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.132 de 09/06/2015
VET 14/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9140,"Veto parcial aposto ao Projeto de Lei do Senado nº 224, de 2013 - Complementar (nº 302/2013 - Complementar, na Câmara dos Deputados e SCD 5/2015), que ""Dispõe sobre o contrato de trabalho doméstico; altera as Leis nº 8.212, de 24 de julho de 1991, nº 8.213, de 24 de julho de 1991, e nº 11.196, de 21 de novembro de 2005; revoga o inciso I do art. 3º da Lei nº 8.009, de 29 de março de 1990, o art. 36 da Lei nº 8.213, de 24 de julho de 1991, a Lei nº 5.859, de 11 de dezembro de 1972, e o inciso VII do art. 12 da Lei nº 9.250, de 26 de dezembro 1995; e dá outras providências"".",03/07/2015,PLS 224/2013,Lei Complementar nº 150 de 01/06/2015
VET 13/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9120,"Veto Parcial aposto ao Projeto de Lei do Senado nº 406, de 2013 (nº 7.108/2014, na Câmara dos Deputados - ECD nº 1/2015), que ""Altera a Lei nº 9.307, de 23 de setembro de 1996, e a Lei nº 6.404, de 15 de dezembro de 1976, para ampliar o âmbito de aplicação da arbitragem e dispor sobre a escolha dos árbitros quando as partes recorrem a órgão arbitral, a interrupção da prescrição pela instituição da arbitragem, a concessão de tutelas cautelares e de urgência nos casos de arbitragem, a carta arbitral e a sentença arbitral, e revoga dispositivos da Lei nº 9.307, de 23 de setembro de 1996"".",26/06/2015,PLS 406/2013,Lei nº 13.129 de 26/05/2015
